phone_names,ratings,reviews,price,offer,ram,rom,screen_size,expandable,rear_camera,front_camera,battery,processor
Nokia 105 CLASSIC,38,2,"₹1,299","₹1,212",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Display,,800 mAh Battery,,,
vivo V27 5G Noble Black,"25,971","2,831","₹36,999","₹32,999",8 GB RAM ,128 GB ROM,17.22 cm (6.78 Inch) ,,50MP (OIS) + 8MP + 2MP , 50MP Front Camera,4600 mAh Battery,Mediatek Dimensity 7200 5G Processor
LAVA YUVA 2 PRO Glass Green,682,47,"₹9,999","₹7,824",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Display,,13MP Rear Camera,,5000 mAh Battery,
LAVA A3 VIBE,406,32,"₹1,649","₹1,363",4 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,yes,0.3MP Rear Camera , 0.3MP Front Camera,1750 mAh Battery,
Infinix NOTE 12i Metaverse Blue,"13,111","1,268","₹12,999","₹8,499",4 GB RAM ,64 GB ROM,17.02 cm (6.7 inch) ,yes,50 MP + 2 MP + QVGA , 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G85 Processor
Snexian GURU 310,"24,593","1,933",₹999,₹699,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,yes,0.3MP Rear Camera,,800 mAh Battery,
MOTOROLA g13 Lavender Blue,"53,323","4,818","₹13,999","₹9,999",4 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) HD+ Display,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
POCO X5 Pro 5G Astral Black,"21,577","2,247","₹25,999","₹22,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,,108MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 778G Processor
POCO M4 5G Cool Blue,"50,964","3,560","₹18,999","₹11,999",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP , 8MP Front Camera,5000 mAh Lithium Ion Polymer Battery,Mediatek Dimensity 700 Processor
SAMSUNG Galaxy M14 5G Berry Blue,"9,143",628,"₹18,990","₹14,530",6 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) Display,,50MP Rear Camera,,6000 mAh Battery,
SAMSUNG Galaxy F54 5G Stardust Silver,"16,841","1,535","₹35,999","₹30,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,yes,108MP + 8MP + 2MP , 32MP Front Camera,6000 mAh Battery,Octa Core Processor
POCO M5 Power Black,"34,716","2,970","₹15,999","₹7,999",4 GB RAM ,64 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP Depth Sensor + 2MP Macro Sensor , 8MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G99 Processor
Snexian GURU 310,"24,593","1,933",₹999,₹699,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) NA Display,,1.3MP Rear Camera,,850 mAh Battery,
Kechaoda K66 The Music House 4,"19,957","1,416","₹1,999","₹1,190",32 MB RAM ,64 MB ROM,3.66 cm (1.44 inch) Display,,1.3MP Rear Camera,,400 mAh Battery,
REDMI Note 12 5G Frosted Green,"3,192",270,"₹23,999","₹18,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor
realme Narzo N53 Feather Gold,"3,301",184,"₹10,999","₹9,086",4 GB RAM ,64 GB ROM,17.12 cm (6.74 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
Micromax J22,"4,448",263,"₹1,599","₹1,117",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,,1000 mAh Battery,,,
I Kall S2 Pro Deep Purple,605,36,"₹11,999","₹9,499",6 GB RAM ,128 GB ROM,17.27 cm (6.8 inch) HD+ Display,yes,21MP + 5MP + 2MP , 8MP Front Camera,6000 mAh Battery,Octa Core Processor
REDMI Note 12 Pro+ 5G Arctic White,"17,925","1,853","₹33,999","₹27,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,200MP + 8MP + 2MP , 16MP Front Camera,4980 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
REDMI Note 12 Pro 5G Onyx Black,"27,800","2,582","₹31,999","₹23,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,50MP (OIS) + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
POCO M6 Pro 5G Power Black,"41,459","2,788","₹14,999","₹9,999",4 GB RAM ,64 GB ROM,17.25 cm (6.79 inch) ,yes,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,Snapdragon 4 Gen 2 Processor
REDMI Note 12 Pro 5G Onyx Black,"47,872","4,558","₹27,999","₹21,999",6 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,,50MP (OIS) + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
SAMSUNG Galaxy F14 5G B.A.E. Purple,"28,278","1,867","₹17,490","₹13,990",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 2MP , 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
Nokia 106 4G Keypad Mobile,949,80,"₹2,999","₹2,339",32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,0MP , 0MP Front Camera,1450 mAh Battery,Unisoc T107 Processor
realme 11 Pro 5G Sunrise Beige,"1,634",145,"₹30,999","₹27,999",12 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,100MP (OIS) + 2MP , 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
REDMI Note 12 5G Sunrise Gold,"6,847",573,"₹19,999","₹15,499",4 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,yes,48MP + 8MP + 2MP , 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 4 Gen 1 Processor
OnePlus Nord CE 3 Lite 5G Pastel Lime,"26,063","1,869","₹21,999","₹21,930",8 GB RAM ,256 GB ROM,17.07 cm (6.72 inch) Display,,108MP Rear Camera,,5000 mAh Battery,
Nokia 105 PSS,"8,707",577,"₹1,699","₹1,399",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Display,,0MP Front Camera,,1000 mAh Lithium Ion Battery,MTK6261D Processor
Tecno Spark Go 2023 6.56 HD+Display 13MP Dual Camera Orange,372,11,"₹9,999","₹7,099",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) Display,,13MP Rear Camera,,5000 mAh Battery,
Google Pixel 6a Charcoal,"70,800","8,282","₹43,999","₹30,999",6 GB RAM ,128 GB ROM,15.6 cm (6.14 inch) ,,12.2MP + 12MP , 8MP Front Camera,4410 mAh Battery,Google Tensor Processor
Tecno Spark Go 2023 6.56 HD+Display 13MP Dual Camera Orange,372,11,"₹9,999","₹7,099",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) Display,,13MP Rear Camera,,5000 mAh Battery,
Google Pixel 6a Charcoal,"70,800","8,282","₹43,999","₹30,999",6 GB RAM ,128 GB ROM,15.6 cm (6.14 inch) ,,12.2MP + 12MP , 8MP Front Camera,4410 mAh Battery,Google Tensor Processor
LAVA A3 VIBE,357,34,"₹1,599","₹1,299",32 MB ROM ,Expandable Upto 32 GB,4.5 cm (1.77 inch) Display,,0.3MP Rear Camera , 0.3MP Front Camera,1750 mAh Battery,
OPPO A79 5G Mystery Black,209,21,"₹22,999","₹19,999",8 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,"Rear Camera: 50MP AI Camera, 2MP Portrait Camera Front Camera: 8MP Selfie Camera ", 8MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 6020 Processor
REDMI A2 Sea Green,"1,019",64,"₹8,999","₹6,490",2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) Display,,8MP Rear Camera,,5000 mAh Battery,
OPPO Reno10 Pro 5G Silvery Grey,"7,763",934,"₹44,999","₹39,999",12 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,50MP + 32MP + 8MP , 32MP Front Camera,4600 mAh Battery,Snapdragon 778G 5G Processor
Nokia 130M DS 2023,734,52,"₹2,199","₹1,849",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,,1450 mAh Battery,,1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase,
Cellecor C9+,37,3,"₹1,349",₹869,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,,1000 mAh Battery,,,
Google Pixel 7 Snow,"9,761","1,231","₹59,999","₹49,999",8 GB RAM ,128 GB ROM,16.0 cm (6.3 inch) ,,50MP + 12MP , 10.8MP Front Camera,4270 mAh Battery,Google Tensor G2 Processor
Micromax J22,"4,448",263,"₹1,599","₹1,192",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,,1000 mAh Battery,,,
Micromax X512,529,28,"₹1,799",₹999,32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,0.3MP Rear Camera,,1750 mAh Battery,
KARBONN BHARAT K1 4G,217,11,"₹1,999","₹1,189",20 MB RAM ,20 MB ROM,4.57 cm (1.8 inch) Display,,2MP Rear Camera,,1000 mAh Battery,
REDMI Note 12 Pro 5G Stardust Purple,"27,800","2,582","₹31,999","₹23,999",8 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,50MP (OIS) + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
MOTOROLA g13 Matte Charcoal,"53,323","4,818","₹13,999","₹9,999",4 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) HD+ Display,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
Honor 90 5G Diamond Silver,44,6,"₹47,999","₹31,999",8 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) Display,,200MP Rear Camera,,5000 mAh Battery,
Nokia 130M DS 2023,734,52,"₹2,199","₹1,896",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,,1450 mAh Battery,,1 Year Manufacturer Warranty For Device and 6 Months Manufacturer Warranty For in-box Accessories Including Battery From The Date of Purchase,
OPPO A79 5G Glowing Green,209,21,"₹22,999","₹19,999",8 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,"Rear Camera: 50MP AI Camera, 2MP Portrait Camera Front Camera: 8MP Selfie Camera ", 8MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 6020 Processor
realme C53 Champion Black,"74,513","3,354","₹13,999","₹11,999",6 GB RAM ,128 GB ROM,17.12 cm (6.74 inch) HD Display,yes,108MP + 2MP , 8MP Front Camera,5000 mAh Battery,T612 Processor
APPLE iPhone 14 Plus Purple,"52,021","3,062","₹79,900","₹69,999",128 GB ROM,,17.02 cm (6.7 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
SAMSUNG Guru Music 2,"3,471",231,"₹2,899","₹2,049",0.53 RAM ,NA KB ROM,5.08 cm (2 inch) QVGA Display,yes,0MP Front Camera,,800 mAh Battery,NA 0 Single Core 208MHz Processor
SAMSUNG Galaxy A34 5G Awesome Violet,"4,405",373,"₹35,499","₹28,999",8 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,48MP + 8MP + 5MP , 13MP Front Camera,5000 mAh Li-ion Battery Battery,"Dimensity 1080, Octa Core Processor"
SAMSUNG Guru 1200,"8,771",604,,"₹2,099",153 MB RAM ,153 MB ROM,3.81 cm (1.5 inch) Display,,800 mAh Battery,,,
REDMI 11 Prime Peppy Purple,"16,733",890,"₹16,999","₹10,249",6 GB RAM ,128 GB ROM,16.71 cm (6.58 inch) ,yes,50MP + 2MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G99 Processor
Nokia 5310 DS Keypad Mobile,"9,829",693,"₹3,999","₹3,649",8 MB RAM ,16 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,1200 mAh Lithium-ion Battery,MT6260A Processor
realme 11 Pro 5G Oasis Green,"1,634",145,"₹30,999","₹27,999",12 GB RAM ,256 GB ROM,17.02 cm (6.7 inch) ,,100MP (OIS) + 2MP , 16MP Front Camera,5000 mAh Battery,Dimensity 7050 Processor
REDMI 12C Mint Green,"3,579",178,"₹15,999","₹9,299",6 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
realme C55 Rainforest,"29,030","1,654","₹15,999","₹11,999",8 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
MOTOROLA e13 Aurora Green,"10,144",832,"₹9,999","₹5,999",2 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) HD+ Display,yes,13MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Unisoc T606 Processor
realme C55 Rainy Night,"29,030","1,654","₹15,999","₹11,999",8 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
REDMI 12C Royal Blue,"3,579",178,"₹15,999","₹9,299",6 GB RAM ,128 GB ROM,17.04 cm (6.71 inch) HD+ Display,yes,50MP Rear Camera , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
realme C55 Sunshower,"29,030","1,654","₹15,999","₹11,999",8 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
realme Narzo N55 Prime Black,"3,103",174,"₹14,999","₹10,971",6 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,64MP Rear Camera,,5000 mAh Battery,
APPLE iPhone 12 Red,"2,04,179","13,586","₹54,900","₹47,999",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
Cellecor X3,"2,402",108,"₹1,749",₹969,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
Nokia 150 Dual Sim Keypad Mobile,"14,540","1,030","₹2,999","₹2,899",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,1020 mAh Lithium-ion Battery,MediaTek Processor
APPLE iPhone 15 Green,"1,545",140,,"₹79,900",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
APPLE iPhone 12 Black,"2,04,179","13,586","₹54,900","₹47,999",128 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
Kechaoda K55 Pro,"1,802",95,"₹1,999","₹1,199",32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Display,yes,1.3MP Rear Camera,,400 mAh Battery,
APPLE iPhone 15 Black,"1,545",140,,"₹89,900",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,48MP + 12MP , 12MP Front Camera,,
OPPO A18 Glowing Blue,371,21,"₹15,999","₹11,499",4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
Google Pixel 7 Lemongrass,"9,761","1,231","₹59,999","₹49,999",8 GB RAM ,128 GB ROM,16.0 cm (6.3 inch) ,,50MP + 12MP , 10.8MP Front Camera,4270 mAh Battery,Google Tensor G2 Processor
HOTLINE H310,"1,349",98,₹999,₹647,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,,0.3MP Rear Camera,,1000 mAh Battery,
IQOO Z6 Lite 5G With Charger) Stellar Green,"4,206",279,"₹19,999","₹14,699",6 GB RAM ,128 GB ROM,16.97 cm (6.68 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
itel ACE 2 YOUNG WITHOUT CHARGER),19,3,"₹1,399",₹829,4 MB RAM ,4 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,yes,0MP Front Camera,,1000 mAh Battery,Spreadtrum Processor
itel it2163s 4.5cm,227,9,"₹1,429",₹949,4 MB RAM ,4 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,,0.3MP Rear Camera,,1200 mAh Battery,
Nothing Phone 2) White,"6,109",831,"₹49,999","₹39,999",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) ,,50 MP(OIS) +50MP , 32MP Front Camera,4700 mAh Lithium ion Battery,Qualcomm Snapdragon 8+ Gen 1 Processor
REDMI A2 Aqua Blue,"1,019",64,"₹8,999","₹6,690",2 GB RAM ,32 GB ROM,16.56 cm (6.52 inch) Display,,8MP Rear Camera,,5000 mAh Battery,
Cellecor X3,"2,402",108,"₹1,749",₹969,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
HOTLINE H310,"1,349",98,₹999,₹649,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,,0.3MP Rear Camera,,1000 mAh Battery,
realme C55 Rainforest,"16,695","1,066","₹13,999","₹11,999",6 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
REDMI Note 12 Pro 5G Glacier Blue,"1,407",132,"₹32,999","₹25,999",12 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,50MP (OIS) + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
LAVA Hero 600i,"3,364",232,"₹1,199",₹898,4 MB RAM ,3 MB ROM,4.57 cm (1.8 inch) QVGA Display,yes,620 mAh Battery,,,
SAMSUNG Galaxy F14 5G GOAT Green,"28,278","1,867","₹17,490","₹13,990",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) ,yes,50MP + 2MP , 13MP Front Camera,6000 mAh Battery,"Exynos 1330, Octa Core Processor"
OPPO A18 Glowing Black,371,21,"₹14,999","₹9,999",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
OPPO A18 Glowing Blue,371,21,"₹14,999","₹9,999",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
Snexian Guru 310,"24,593","1,933",₹826,₹601,32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) Quarter QVGA Display,yes,0.3MP Rear Camera,,800 mAh Battery,
KARBONN K9 Yuva,"1,245",86,"₹1,490","₹1,225",64 MB RAM ,32 KB ROM,4.57 cm (1.8 inch) QVGA Display,,2MP Rear Camera,,2502 mAh Battery,
OnePlus 11R 5G Sonic Black,"9,732",863,"₹39,999","₹39,300",8 GB RAM ,128 GB ROM,17.02 cm (6.7 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
OPPO A58 Dazzling Green,766,47,"₹15,499","₹13,999",6 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
Snexian Guru 310,"24,593","1,933",₹833,₹609,32 MB RAM ,64 MB ROM,4.57 cm (1.8 inch) NA Display,yes,0.3MP Rear Camera,,800 mAh Battery,
SAMSUNG Galaxy A34 5G Awesome Violet,"4,405",373,"₹39,499","₹30,999",8 GB RAM ,256 GB ROM,16.76 cm (6.6 inch) ,yes,48MP + 8MP + 5MP , 13MP Front Camera,5000 mAh Li-ion Battery Battery,"Dimensity 1080, Octa Core Processor"
REDMI Note 12 Pro 5G Onyx Black,"1,407",132,"₹32,999","₹25,999",12 GB RAM ,256 GB ROM,16.94 cm (6.67 inch) ,,50MP (OIS) + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium Polymer Battery,Mediatek Dimensity 1080 Processor
POCO X4 Pro 5G Laser Blue,"25,098","2,367","₹25,999","₹21,999",8 GB RAM ,128 GB ROM,16.94 cm (6.67 inch) ,yes,64MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 695 5G Processor
SAMSUNG Galaxy F34 5G Mystic Green,"19,344","1,576","₹24,499","₹19,999",6 GB RAM ,128 GB ROM,16.51 cm (6.5 inch) ,yes,50MP (OIS) + 8MP + 2MP , 13MP Front Camera,6000 mAh Battery,Exynos 1280 Processor
Google Pixel 6a Chalk,"70,800","8,282","₹43,999","₹30,999",6 GB RAM ,128 GB ROM,15.6 cm (6.14 inch) ,,12.2MP + 12MP , 8MP Front Camera,4410 mAh Battery,Google Tensor Processor
realme 10 Clash White,"11,219",804,"₹19,999","₹13,999",8 GB RAM ,128 GB ROM,16.26 cm (6.4 inch) ,yes,50MP + 2MP , 16MP Front Camera,5000 mAh Battery,Mediatek Helio G99 Octa Core Processor
OPPO A58 Glowing Black,766,47,"₹15,499","₹13,999",6 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) ,yes,50MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G85 Processor
Nokia 106 4G Keypad Mobile,949,80,"₹2,999","₹2,199",32 MB RAM ,32 MB ROM,4.5 cm (1.77 inch) Display,,0MP , 0MP Front Camera,1450 mAh Battery,Unisoc T107 Processor
OPPO A18 Glowing Black,371,21,"₹15,999","₹11,499",4 GB RAM ,128 GB ROM,16.66 cm (6.56 inch) HD+ Display,,8MP + 2MP , 5MP Front Camera,5000 mAh Battery,Helio G85 Processor
Snexian GURU 310,"24,593","1,933",₹999,₹616,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) NA Display,,1.3MP Rear Camera,,800 mAh Battery,
LAVA Hero 600i,"3,364",232,"₹1,199",₹898,4 MB RAM ,3 MB ROM,4.57 cm (1.8 inch) Display,yes,620 mAh Battery,,,
realme C55 Sunshower,"16,695","1,066","₹13,999","₹11,999",6 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
OPPO A17 Lake Blue,"11,923",500,"₹14,999","₹11,499",4 GB RAM ,64 GB ROM,16.66 cm (6.56 inch) HD+ Display,yes,50MP + 0.3MP + 0.3MP , 5MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G35 Processor
realme C55 Rainy Night,"96,570","5,550","₹12,999","₹10,999",4 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
realme C55 Rainforest,"96,570","5,550","₹12,999","₹10,999",4 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
realme C55 Sunshower,"96,570","5,550","₹12,999","₹10,999",4 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
SAMSUNG Galaxy S23 Ultra 5G Cream,"2,011",208,"₹1,49,999","₹1,24,999",12 GB RAM ,256 GB ROM,17.27 cm (6.8 inch) Quad HD+ Display,,200MP + 10MP + 12MP + 10MP , 12MP Front Camera,5000 mAh Lithium Ion Battery,Qualcomm Snapdragon 8 Gen 2 Processor
realme Narzo 60x 5G Stellar Green,397,12,"₹14,999","₹14,990",4 GB RAM ,128 GB ROM,17.07 cm (6.72 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
KARBONN K9 Yuva,"1,245",86,"₹1,484","₹1,295",64 MB RAM ,32 KB ROM,4.57 cm (1.8 inch) QVGA Display,,2MP Rear Camera,,2502 mAh Battery,
Kechaoda A27,"8,876",612,"₹1,499",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
Cellecor X3,"2,402",108,"₹1,749",₹969,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) Display,yes,0.3MP Rear Camera,,1000 mAh Battery,
APPLE iPhone 14 Starlight,"2,35,894","9,062","₹79,900","₹71,999",256 GB ROM,,15.49 cm (6.1 inch) Super Retina XDR Display,,12MP + 12MP , 12MP Front Camera,,
Kechaoda K112,"24,409","2,438","₹1,799","₹1,699",32 MB RAM ,64 MB ROM,6.1 cm (2.4 inch) QVGA Display,yes,0.3MP Rear Camera,,3600 mAh Battery,
Kechaoda A27,"8,876",612,"₹1,499",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
Kechaoda A27,"8,876",612,"₹1,499",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
DIZO Star 500,"18,531","1,999","₹1,999","₹1,599",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) QVGA Display,yes,0.3MP Rear Camera,,1900 mAh Battery,SC6531E Processor
KARBONN K9 Yuva,"1,245",86,"₹1,490","₹1,249",64 MB RAM ,32 KB ROM,4.57 cm (1.8 inch) QVGA Display,,2MP Rear Camera,,2502 mAh Battery,
SAMSUNG GALAXY M13 5G Midnight Blue,"1,542",90,"₹14,999","₹11,895",4 GB RAM ,64 GB ROM,16.51 cm (6.5 inch) Display,,50MP Rear Camera,,5000 mAh Battery,
Cellecor C9+,37,3,"₹1,349",₹869,32 MB RAM ,32 MB ROM,4.57 cm (1.8 inch) QVGA Display,,1000 mAh Battery,,,
KARBONN K9 Yuva,"1,245",86,"₹1,490","₹1,249",64 MB RAM ,32 KB ROM,4.57 cm (1.8 inch) QVGA Display,,2MP Rear Camera,,2502 mAh Battery,
itel A60s Shadow Black,3,0,"₹8,999","₹7,299",4 GB RAM ,128 GB ROM,16.76 cm (6.6 inch) HD+ Display,yes,8MP + 8MP,,5000 mAh Battery,Unisoc SC9863A1 Processor
POCO M4 Pro Yellow,"27,142","2,110","₹21,999","₹13,999",8 GB RAM ,128 GB ROM,16.33 cm (6.43 inch) ,yes,64MP + 8MP + 2MP , 16MP Front Camera,5000 mAh Lithium-ion Polymer Battery,Mediatek Helio G96 Processor
Micromax X818,"4,548",354,"₹2,199","₹1,528",32 MB RAM ,32 MB ROM,7.11 cm (2.8 inch) Display,,0.3MP Rear Camera,,1450 mAh Battery,
realme C55 Rainy Night,"16,695","1,066","₹13,999","₹11,999",6 GB RAM ,64 GB ROM,17.07 cm (6.72 inch) ,yes,64MP + 2MP , 8MP Front Camera,5000 mAh Battery,Helio G88 Processor
Nokia 105 PSS,"8,707",577,"₹1,699","₹1,399",4 MB RAM ,4 MB ROM,4.5 cm (1.77 inch) Display,,0MP Front Camera,,1000 mAh Lithium Ion Battery,MTK6261D Processor
KARBONN KX 29,"1,043",87,"₹1,790","₹1,408",32 MB RAM ,32 MB ROM,6.1 cm (2.4 inch) Display,yes,0.3MP Rear Camera,,2700 mAh Battery,
Kechaoda A27,"8,876",612,"₹1,499",₹975,32 MB RAM ,32 MB ROM,1.68 cm (0.66 inch) Display,yes,800 mAh Battery,,,
Nokia 150 Dual Sim Keypad Phone,73,5,"₹3,199","₹2,789",4 MB RAM ,4 MB ROM,6.1 cm (2.4 inch) Display,,0.3MP Rear Camera , 0MP Front Camera,1450 mAh Battery,6261D Processor
Google Pixel 7 Obsidian,"9,761","1,231","₹59,999","₹49,999",8 GB RAM ,128 GB ROM,16.0 cm (6.3 inch) ,,50MP + 12MP , 10.8MP Front Camera,4270 mAh Battery,Google Tensor G2 Processor
